web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574953846-4390","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Dan Paul","Terrible fit.","November 2, 2019","Terrible.  Won't stay in my ears. Also cause pain after awhile if constant pushing them back into place.  Ridiculous.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews&sortBy=helpful"
"1574953805-4214","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Valerie","really good!","September 27, 2019","I just got these and tried them and honestly loooove them.
They fit nicely in my ear, they are not like those in-ear earbuds that I find really uncomfortable (but that for some reason seem to be the only type around unless you want to buy apple), and they are priced decently, and far from the expensive Ipods. The sound seems good, the little case is very cute and easy to carry around, and it is very useful that it automatically recharges the earphones. I only miss a volume control on the earphones and will see how long the battery last!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews&sortBy=helpful"
"1574953794-4157","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Kishore Sherigar","Awesome Earbuds..!!!","November 6, 2019","I was very impressed with this product. I bought similar apple earbuds look alike in the past and they were very disappointing. They were either too big or don’t pair correctly or they break fast. This pair on the other hand was exceptional. The quality of sound is Stereo 5.0 superior quality. Making phone calls quality is great. They fit perfectly. The charging case and battery life are awesome.The earbuds tell you when the connect or loose the connection! The sound quality is very, very good. The ear buds seem to last quite awhile on a charge. I have yet to run them down in a single session. The volume is loud enough to hear while cycling on my indoor trainer which is very much appreciated! I had to wear ear muffs over my old ones to be able to hear audio while riding. No way to adjust volume from the buds, but I can deal with that. I like that they can be used individually. I forgot the left one was the Master and turned the right one off. The left one continued to operate. That is actually pretty cool. I was even able to turn the right one back on. Upon receiving, I noticed just how nicely packed they were and how cute the little charging case is, which is small and can fit in my pocket without looking bulky. They're easy to set up after reading the user manual, which I recommend, so I could figure out how to change songs, pause, or go back to a previous song. I haven't received any calls while using these, so I can't say how well the Bluetooth works for that, but I have high expectations. The sound quality is amazing and blocks out outside noises, which is great but also dangerous if you're outside and can't hear cars coming by, so definitely make sure you're paying attention to your surroundings. Overall, I'm really impressed with these earbuds and highly recommend these if you're looking for cheaper headphones without paying Apple's prices!!More importantly, it’s the looks. It’s simple and neat, unlike other true wireless products with complicated designs on the box and the earbud. This pair of earbud is suitable for any circumstance. Plus on the charger of the earbud which is the case shows the battery status of the earbuds. I compared with many other sellers, they actually don’t have this feature on their products. The connection for these earbuds is surprisingly simple. They connect automatically when I pool them out once the first-time connection is done. Overall I highly recommend these earbuds. It’s really a good deal!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews&sortBy=helpful"
"1574953840-4365","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Bryleigh Clark","Surprisingly good decent headphones","October 11, 2019","This is my 1st and hopefully only wireless earbuds. I like the option of being able to share my earbud if need be and not have to stand while the other person is listening. They were easy to charge and the charge was quick. Syncing them to my devices was also easy. The sound quality is great. Music is clear and the vear is nice. Using them for calls was great as well. I could hear clearly and I can adjust the volume easily. Other callers made mention that there was no distortion or issues hearing me as I moved around. So I like these earbuds.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews&sortBy=helpful"
"1574953814-4249","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","oherc","Very nice, have to hide these from my wife","October 2, 2019","I like these more than my Samsung buds. They stay in my ear when I'm working and sweaty. They are much louder too so I guess you don't need noise canceling technology! They hold a charge long I haven't had to charge them during day but if you open cover and put them in they glow orange to let you know they are charging. Also you can use either one or both! Very nice. I'm surprised and happy","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews&sortBy=helpful"
"1574953796-4171","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Ramya","Great quality earbuds","October 11, 2019","My previous set of bluetooth headphones had lost their ability to hold a charge, so I looked at buying new ones. I was only looking for something which would have decent sound quality and reasonable isolation, and something which would have better battery life. These were on sale, so I decided to give them a try.
Not only do these fit incredibly comfortably, but the sound quality is very good. There's a tiny amount of background hiss (as is typical for actively powered headphones) but it's low enough that it doesn't interfere with my enjoyment of the music, and it does serve a purpose in letting me know they're turned on.
The little charging/carrying case is nicely designed. It has enough battery to charge the earbuds 4 times, and it also itself can be charged wirelessly or via USB. All in all these are great little earbuds and are well worth the money.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews&sortBy=helpful"
"1574953800-4194","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Speaker40","Almost as good a iPods, great for the price","October 17, 2019","I had the real ones and had them stolen, so I thought I would try these because they are So much more affordable.These hold a good charge and I like the magnetic contacts that hold the earbuds in place while they are charging. Once I have paired it to my iPhone, I just take them out of the case and they power on and pair automatically. When done, I just pop them back in the case and they automatically turn off and begin charging wherever you are. It’s so easy, hard to be more convenient than that. The fit and sound are good. Very clear. Bass is lacking,but that is also the same with other ear buds I have used in the past. Hoping these last longer than my ipods did.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews&sortBy=helpful"
"1574953838-4364","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Cindy Tran","Affordable earbuds","August 31, 2019","This earbud is almost a replica of Apple AirPods but at a more affordable price. I love the look of this earbuds. I can wear these at home to watch movies easily. The only downside of this earbud is it’s not as comfortable when you wear it for a few hours. It is also a little big for my ear as well. Overall, I really love this version of the earbud.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews&sortBy=helpful"
"1574953796-4169","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Bassman999","Convenient, great sound, long lasting battery.","October 8, 2019","These are really nice earbuds.
No problem staying in during my morning walk/runs.
I can still hear traffic and an aware of my surroundings, but the music is still clear and loud.
There case is like a smooth sided dental floss package.
Easily fits in my pocket and won't scratch my phone screen.
When I'm done I just drop them in the case and they recharge automatically from there lithium battery in the storage case.
It's been about a week and i haven't had to recharge them yet because the storage case battery still has plenty of life left.
If you have any issue with these stand in your ear make sure that your ears aren't oily inside because these are smooth.
This means there are no rubber pads to fall off but you do need to make sure to keep them from being oily so they stay in.
These look similar to AirPods but cost about 1/3 the price. They sound just as good to me.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews&sortBy=helpful"
"1574953814-4247","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Leslie T.","Great quality ear buds","November 25, 2019","I really like these.  I can make hands free calls easily.  I can listen to Music while I work.  The sound is very clear.  They paired easily with iPhone and Android.

The battery charger lasted me all day.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews&sortBy=helpful"
"1574953798-4179","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Jean","Mixed feelings but awesome sound quality!","November 15, 2019","Overall, the product itself was pretty high quality. I had also bought another brand and I can see how these are way better. The case is just like Apple's, a little bigger, pretty durable. The earbuds themselves are comparable to Apple's as well. I was surprised at how good the sound the was and the instant connection to my phone was awesome. As soon as I take them out, they were connected to my phone. Functions were easy to forward/skip or stop.

The only problem for me was when I used them to talk on the phone, the person on the other end could not hear me unless I had the earbuds right in front of my mouth. I did a test call myself and found that unless it was in front of my mouth, you couldn't hear anything on the other end. I was very disappointed because other than that, the earbuds were awesome and for the price. I ended up giving them to my husband cause he said he was happy using them just for music. However, when he uses them, I can hear him just fine...So I don't know why it didn't work so well for me. So for him, he's very pleased with them.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews&sortBy=helpful"
"1574953848-4403","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Todd Thomas","Great battery life.","October 22, 2019","I like that they stay in my ears. These style don’t usually do that for me. Battery lasts a long time. The sound is great, but I can’t go running in these, they’ll fall out (probably because of my small ears). So I like them for around the house and in coffee shops. Also like the case, really small.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews&sortBy=helpful"
"1574953850-4412","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Joe R","Product battery life is misrepresented on Amazon","September 23, 2019","Product battery life is misrepresented on Amazon. Product manual says 3 hours (see image). On Amazon it’s advertised as 4-5 hour battery life. Returned Product.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews&sortBy=helpful"
"1574953809-4225","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Steve Songster","Excellent Purchase","October 10, 2019","I purchased these Bluetooth earbuds in my quest to find the best earbuds at a reasonable price.  I get up very early in the morning and listen to music, watch TV and movies on my PC and use the earbuds so the sound does not wake my wife.  I am especially pleased with the sound.  The ear piece fits remarkably tight for a solid one-piece design.  The earbud charge lasts long enough to watch a 2 hour movie and still not need charging.  The very convenient small charging case will fit nicely in your pocket.  Very fast recharge.  Very easy to setup and use.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews&sortBy=helpful"
"1574953800-4193","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Raptor","good for the size","October 7, 2019","over the years I've tested quite a few headphones, these fit a specific need, they are small and discreet, have decent sound, and work ok in higher noise environments while still allowing some outside noise. i tested them while driving with the roof off and windows down and i could still enjoy the new tool album in the earbuds.

are they going to be as good as studio grade headphones. no, will they be perfect to stick in a pocket and use on a commute. absolutely. these are going to be my go to travel earphones.

they stayed in just fine, and sound decent. listened for about an hour and they still had quite a bit of battery left.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews&sortBy=helpful"
"1574953834-4335","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Ashley","Great alternative to airpods","November 24, 2019","These are very sleek and perfect for the alternative to expensive air pods I was looking for. They stay in my ears well. The sound is pretty good but not exceptional (which I wouldn’t expect from $30 earbuds lol). Overall I’m happy with them!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews&sortBy=helpful"
"1574953844-4380","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Siyi","Good sound, quick connection, small case, good sound","October 26, 2019","These earbuds stay well in my ear, though there are not size choices, so it may not work for everyone. I have tried others that kept falling out of the ear. The case is small so easy to keep on hand to recharge. The sound is good, though I have only used so far for podcasts and audio book. The connection is made immediately upon taking them out of the case. So far I like these very much.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews&sortBy=helpful"
"1574953836-4349","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","BSJ","Bargain Buy!","November 19, 2019","Great product for the price! Did not want to shell out the $$$ for AirPods but these work super well and are a guilt-free purchase. Incredibly easy to pair and to use. Charging case is beautiful. Earbuds slightly bulkier than the AirPods but are comfortable. Charger compatible with any standard USB or wall plug. Would buy again!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews&sortBy=helpful"
"1574953850-4408","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","~*~JillyB~*~","Just what I was looking for","October 26, 2019","These Bluetooth EarPods are great. They hold a charge very well and connect immediately upon taking them out of their case. Finally found a decent alternative to pricey Apple’s EarPods.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews&sortBy=helpful"
"1574953827-4310","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","YKY BUY","Decent budget true wireless earbuds","September 27, 2019","I tried this product for a couple days. It's a very decent product at this price range. The bluetooth is easy to connect and sound quality is good enough for your daily use and workout. The battery is long enough within my expectation. I plan to use it for my daily call on the go!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews&sortBy=helpful"
"1574953811-4240","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","BaileyHkin","Very Nice airpods alternative.","October 8, 2019","The reason I like the airpods type that don't go in your ears is because I can still hear what is going on around me. These work seamlessly both in mono and stereo mode. Have worked great at work. I can still hear out of the ear I have it in.  My only complaint is that it used micro USB and not usb C but that is not a big deal. I had one in for a few hours with no battery issues so battery life is a 10/10 from me.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews&sortBy=helpful"
"1574953800-4189","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Faith","Great quality headphones","September 2, 2019","These are really great bluetooth headphones, they fit my ears perfectly (my smaller friend did say they were a little big for her though) the sound quality is great, better then I expected for the price. They are very comfortable which is super important to me as I have been having problems with the fully in the ear bluetooth headphones and these fixed that for me! They look very similar to the apple ones but are obviously way cheaper. The charging case came fully charged and I have yet to have to charge it after a full week of use. I have not yet had the headphones die on me while using them either so I can say the battery life is really good. Great headphones at a nicely affordable price!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews&sortBy=helpful"
"1574953844-4383","https://www.amazon.com/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","AJ","Too Good for the Price","November 12, 2019","I am trying some Wireless earbuds as have a big family.. have used several of them available and was little skeptical about this one.. however, they are good and stand out.

Would buy another as it is a good gift option too.

Have been using for 2 days and so far all good.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Bluetooth-Bluetoooth-Headphones-Sweatproof-Earphones/product-reviews/B07S93YL9K/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews&sortBy=helpful"
