web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574952782-3062","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Amazon Customer","Will use this seller again.  Quite satisfied with my purchase","August 16, 2019","Great product with excellent packaging.  Product was received in good order.  Great replacement for my older set.
Can plug right into phone and sound is great","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews&sortBy=helpful"
"1574952789-3091","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","SAGESQ","Works with Apple Products","June 17, 2019","They work with Apple products, and they last.  Not five star sound, but guaranteed compatibility.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews&sortBy=helpful"
"1574952754-2931","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Amazon Customer","Works great","June 15, 2019","Original iPhone earbuds are the best. I tried all the other crap and hated them. Just use these. Plug and play and just works and sounds great. If u want to use them to work out just put the cord under your shirt. You don’t need all the wireless crap.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews&sortBy=helpful"
"1574952776-3039","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Deb","Great sound, good quality product","March 31, 2019","Great sound quality.  I use these while working out and walking so I can play books or talk to everyone, makes exercise time pass in a hurry.  Ear bud shapes work well for my ears.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews&sortBy=helpful"
"1574952756-2943","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Jack","They are terrible.","December 2, 2018","A wages of money.  If you like static and complaints from the people you call this is the headphone for you.  Otherwise Man U and buy from Apple.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews&sortBy=helpful"
"1574952765-2986","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Silvia Constanza","3 month disappointment.","September 10, 2018","Purchased item in May and by August the headphones didn’t work and kept going in and out with static. The product wasn’t damaged it just didn’t work as well","3.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews&sortBy=helpful"
"1574952750-2915","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Pat S","Very good headphones. Great that you can finally get apple products on AP","July 11, 2019","Very good headphones. Great that you can finally get apple products on Amazon Prime. Durable and great for working out for iphones 8S and under.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews&sortBy=helpful"
"1574952784-3072","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","apierrelouis","Original Apple Headphones","November 9, 2019","Original Apple headponhes, not much to say here other than it's better than most headphones at this price","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews&sortBy=helpful"
"1574952744-2887","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Rosemary Mariniello","Beware- Do Not Purchase!","November 13, 2019","Do Not Purchase- These headphones broke within the first 5 weeks of owning them.  Since they were outside of the four week window for returning to Amazon I was told to go directly to Apple to see if anything could be done under the warranty.  Apple could not identify the part number so my guess is that this is not a true Apple product. Called Amazon again and they referred me to the seller.  The seller has not responded to my email.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews&sortBy=helpful"
"1574952750-2914","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","blah blah","not genuine","July 22, 2019","These headphones are terrible. I've had them for exactly one month (purchased June 19, 2019 and today is July 22, 2019) and they already don't work. Sound quality is terrible and I can barely hear through them. There is no visible damage or any reason they should stop performing in just a month. Save your money and buy a different version","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews&sortBy=helpful"
"1574952776-3038","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","BlackLady!","They are authentic","October 24, 2019","These are in fact authentic apple earbuds","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews&sortBy=helpful"
"1574952780-3059","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Kimberly Mendieta","Cut my finger really bad","August 19, 2019","I cut my finger really bad trying to open the box because the plastic is very tough. Other than that, they don’t have the song rubber wire feel, but they do the job.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews&sortBy=helpful"
"1574952735-2844","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Dobb","Failed within minutes.","November 21, 2018","These looked like OEM headphones and came packaged as new however after two songs they quit working. When I went to pull the connector out it was so hot I thought it was going to start melting. I was on a plane and I’m sure the smell of burning electronics would not have gone over well. Now I just hope it didn’t ruin the USB port on my iPhone...","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews&sortBy=helpful"
"1574952730-2826","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Karen","I was disappointed to waste my money on something that worked for ...","June 14, 2018","I had these less than a week and they shorted out in one ear.  I was disappointed to waste my money on something that worked for one week.  I won't be buying these again here.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews&sortBy=helpful"
"1574952737-2859","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Ally J","Not Sure If They're Authentic","December 2, 2018","I'm not sure if these are a genuine Apple product. They look just like the originals that came with my husband's iPhone but they dont have any Apple logo or standard Apple packaging. However, mu husband says they work great and sound just like the originals so he is happy with them. For the price, they're great. Usually these go for twice the price in the Apple store.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews&sortBy=helpful"
"1574952776-3031","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Pusha Man","Beware&Test Product","June 4, 2019","Worked fine for a bit but then left side ear stopped working. When it was working quality was great but very disappointed how it stopped working.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews&sortBy=helpful"
"1574952774-3027","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","cviola","Problems with quality but great price and service","July 17, 2019","Once these were received one of the parts didn't work but the customer service was great and I am receiving a replacement unit immediately. Great company!!","2.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews&sortBy=helpful"
"1574952765-2984","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Jeffrey L Lukomski","Great sound","November 1, 2019","Doesn’t respond well to sweat","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews&sortBy=helpful"
"1574952789-3096","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Amazon Customer","It could just be an honest mistake but to me that seems like a big mistake for an honest one","May 14, 2018","I ordered these and got the expected time of about a week i was very excited to see that they arrived 4 days early.... until i opened the package and realized i had received a otter box for a Samsung galaxy s5. It could just be an honest mistake but to me that seems like a big mistake for an honest one.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews&sortBy=helpful"
"1574952784-3074","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","VERONICA BAUTISTA","Disappointed some how.","October 31, 2019","The only thing I hated about this item was paying almost $30 for the first set than a week later they were cheaper.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews&sortBy=helpful"
"1574952765-2988","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Lilian Love","Genuine quality of way way better - no contest!","October 6, 2019","Buy Genuine - Buy only from Amazon.com fulfilled ones.  The quality is far superior than those proclaimed OEM and the ones in eBay (which usually with fake packaging).","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews&sortBy=helpful"
"1574952782-3069","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Polly Madalinski","Not knockoffs!","July 3, 2019","Great product. Replaced my original Apple Earpods that my dog chewed up! Fit, sound and work just as my originals. I do NOT believe these are knockoffs.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews&sortBy=helpful"
"1574952735-2847","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","anastasia","Not the Longest Lasting","June 21, 2019","While I really like the actual pod design of the headphone, (can't stand the rubber headphones in my ear) these are not the longest lasting pair of headphones. I bought this current pair Feb 19, 2019 and they stopped working yesterday 6/21/19. I don't know if it's just because I use my headphones every single day. And for long periods of time (likely the case) but if you want extremely long lasting headphones and you use them constantly then these aren't for you. If you don't use them nearly that much then they are more likely to suit what you're looking for.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews&sortBy=helpful"
"1574952730-2825","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Nylon","don’t WORK. don’t BUY ITS FAKE ALL REVIEWS ARE ...","May 25, 2018","don’t WORK.  don’t BUY ITS FAKE ALL REVIEWS ARE FAKE. IT JUST BEEPS WHEN U PLUG IT IN","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews&sortBy=helpful"
"1574952778-3044","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","K","It’s okay!","December 30, 2018","Looks like an apple set of EarPods. There isn’t much sound cancelling and that’s a shame cause you can hear everything around you still instead of what your listening to dominating. I think that’s just the nature of the hard earbud design.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews&sortBy=helpful"
"1574952756-2948","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","A.S.H.","Not worth the hassle","November 3, 2019","They stopped working in three weeks, then wanted me to pay for them to process an exchange as well as allow them to put a hold on my account until they received the broken pair back. And this is after the interrogation by Apple.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews&sortBy=helpful"
"1574952756-2947","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Sindia Pineda","They are a good product, it’s just we have to be careful with it and that’s it","August 3, 2019","The first couples of days, they were good, they sound amazing and then the input started being a little sensible so it touched something, the music would have stopped and I would to unplug it and plug it again, which is not the best because they shouldn’t stop for every little thing that happens to them. The sound quality is amazing, they are both perfect tho","4.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews&sortBy=helpful"
"1574952746-2898","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","maria sotelo","Buen","September 23, 2019","Bueno me gusta mucho","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews&sortBy=helpful"
"1574952761-2965","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Maxwell Brainerd","Waste of money","November 3, 2018","The left earbud was constantly crackling and popping, and these were new out of the box. Sound quality was trash. My cheap gaming headset is multiple times better than this crappy little white wire with poor and uncomfortable excuses of earbuds on top of it. Invest your money in earbuds that won’t hurt your ears with both bad design and sound quality","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews&sortBy=helpful"
"1574952791-3105","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","mountain mum","Not great.","January 28, 2019","Unfortunately these are not the best quality. I’ve only used them a handful of times and they are already cutting out and turning off.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews&sortBy=helpful"
"1574952759-2957","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Jim M","Cheaper than previous versions","November 11, 2018","Unfortunately not a fan of paying this much for ear buds and have them continue to be of thinner grade/cheaper material. I assume this is a Apple issue and not the reseller.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews&sortBy=helpful"
"1574952730-2828","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","steve ford","Not refurbished . Disgustingly filthy.","August 16, 2018","Ocean reef electronics advertised these as refurbished . They are just plain used . They have actual ear wax in each of the four ear buds (I purchased 2 pair). The cords are dirty and grey, the seams around the volume control and earbuds are black with filth. They look like mine normally do after a couple months use which is nice enough but this is some strangers ear wax and nastiness . Not refurbished at all. So gross .","4.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews&sortBy=helpful"
"1574952780-3057","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","Brent Ward","A+","October 29, 2019","Son loves it","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews&sortBy=helpful"
"1574952754-2932","https://www.amazon.com/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_viewopt_srt?reviewerType=all_reviews&pageNumber=1&sortBy=helpful","ESG","Apple EarPods with Lightning Connector","April 8, 2019","Worked extremely well for our needs.  I make purchases for a Government agency and this was needed for an employee in our Fort Collins office.  Much better value than buying at the Apple Store.  Their prices for things like this are very high.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-EarPods-Lightning-Connector-White/product-reviews/B01M0GB8CC/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews&sortBy=helpful"
